date,student_id,course_category,team,sales_rep,contract_value,contract_status
2024-03-11,STU_1096,IELTS,Team Delta,Rep_12,502000,Cancelled
2025-09-09,STU_1097,IELTS,Team Bravo,Rep_10,838000,Cancelled
2024-05-30,STU_1098,TOEIC,Team Sigma,Rep_11,255000,Active
2024-10-15,STU_1099,Academic Skills,Team Bravo,Rep_6,925000,Active
2024-04-13,STU_1100,IELTS,Team Sigma,Rep_13,725000,Cancelled
2024-01-31,STU_1101,Business English,Team Bravo,Rep_1,673000,Active
2024-12-23,STU_1102,Academic Skills,Team Alpha,Rep_3,227000,Active
2025-12-14,STU_1103,IELTS,Team Bravo,Rep_12,277000,Active
2024-07-22,STU_1104,Academic Skills,Team Alpha,Rep_1,1439000,Active
2025-08-23,STU_1105,Business English,Team Delta,Rep_4,1609000,Active
2024-02-02,STU_1106,TOEIC,Team Sigma,Rep_7,564000,Active
2024-09-26,STU_1107,Kids English,Team Delta,Rep_9,865000,Cancelled
2024-07-08,STU_1108,TOEIC,Team Delta,Rep_5,725000,Cancelled
2025-06-27,STU_1109,Business English,Team Delta,Rep_6,898000,Active
2025-05-24,STU_1110,Business English,Team Alpha,Rep_14,1535000,Active
2025-11-09,STU_1111,Business English,Team Delta,Rep_15,1082000,Active
2025-05-08,STU_1112,IELTS,Team Delta,Rep_1,1230000,Active
2024-03-14,STU_1113,Business English,Team Delta,Rep_6,1226000,Active
2024-01-10,STU_1114,IELTS,Team Alpha,Rep_15,1846000,Active
2024-04-27,STU_1115,IELTS,Team Alpha,Rep_2,1118000,Cancelled
2024-02-01,STU_1116,TOEIC,Team Alpha,Rep_1,949000,Active
2025-03-22,STU_1117,IELTS,Team Sigma,Rep_2,562000,Active
2024-05-13,STU_1118,Academic Skills,Team Delta,Rep_13,1974000,Cancelled
2025-10-11,STU_1119,Business English,Team Delta,Rep_6,1731000,Active
2025-05-21,STU_1120,Kids English,Team Sigma,Rep_5,1497000,Active
2024-12-15,STU_1121,Kids English,Team Delta,Rep_12,1729000,Active
2024-10-22,STU_1122,Kids English,Team Delta,Rep_10,1005000,Active
2025-08-27,STU_1123,Business English,Team Delta,Rep_3,938000,Active
2024-05-08,STU_1124,Kids English,Team Bravo,Rep_4,1238000,Active
2024-08-02,STU_1125,Academic Skills,Team Sigma,Rep_4,1415000,Active
2024-05-24,STU_1126,Business English,Team Sigma,Rep_2,1854000,Cancelled
2024-06-08,STU_1127,Kids English,Team Sigma,Rep_14,684000,Active
2025-10-02,STU_1128,Business English,Team Sigma,Rep_11,227000,Active
2024-04-17,STU_1129,Kids English,Team Sigma,Rep_7,913000,Active
2025-09-08,STU_1130,Kids English,Team Delta,Rep_12,1262000,Active
2025-10-02,STU_1131,IELTS,Team Delta,Rep_4,1496000,Active
2025-06-18,STU_1132,TOEIC,Team Delta,Rep_4,1454000,Active
2025-09-12,STU_1133,Business English,Team Delta,Rep_15,285000,Active
2024-02-11,STU_1134,Academic Skills,Team Sigma,Rep_9,1697000,Active
2024-11-11,STU_1135,Kids English,Team Delta,Rep_8,325000,Active
2024-01-04,STU_1136,IELTS,Team Sigma,Rep_7,1011000,Active
2024-02-16,STU_1137,Business English,Team Alpha,Rep_14,736000,Active
2025-02-15,STU_1138,TOEIC,Team Bravo,Rep_7,344000,Cancelled
2025-11-16,STU_1139,Academic Skills,Team Delta,Rep_6,1748000,Active
2025-02-21,STU_1140,Kids English,Team Bravo,Rep_4,1435000,Active
2024-08-02,STU_1141,Business English,Team Alpha,Rep_10,224000,Active
2025-08-05,STU_1142,Business English,Team Sigma,Rep_1,1803000,Active
2024-03-28,STU_1143,IELTS,Team Bravo,Rep_13,1617000,Active
2024-01-05,STU_1144,Academic Skills,Team Alpha,Rep_10,266000,Active
2025-06-07,STU_1145,Business English,Team Alpha,Rep_8,432000,Active
2025-08-18,STU_1146,IELTS,Team Alpha,Rep_2,308000,Active
2024-03-18,STU_1147,Kids English,Team Delta,Rep_14,1369000,Active
2024-06-14,STU_1148,Business English,Team Delta,Rep_1,310000,Active
2024-06-08,STU_1149,Business English,Team Sigma,Rep_1,427000,Active
2024-12-30,STU_1150,Business English,Team Bravo,Rep_4,310000,Cancelled
2025-02-24,STU_1151,Kids English,Team Delta,Rep_6,1693000,Active
2024-03-04,STU_1152,IELTS,Team Alpha,Rep_7,233000,Active
2024-05-26,STU_1153,TOEIC,Team Delta,Rep_2,822000,Active
2025-03-07,STU_1154,TOEIC,Team Alpha,Rep_8,1999000,Active
2024-11-15,STU_1155,Business English,Team Alpha,Rep_9,1592000,Active
2025-10-11,STU_1156,Business English,Team Delta,Rep_3,947000,Active
2025-06-29,STU_1157,IELTS,Team Delta,Rep_2,794000,Active
2025-07-21,STU_1158,TOEIC,Team Bravo,Rep_10,1777000,Active
2025-12-01,STU_1159,TOEIC,Team Bravo,Rep_15,624000,Active
2025-05-16,STU_1160,TOEIC,Team Bravo,Rep_15,812000,Active
2024-04-10,STU_1161,Kids English,Team Sigma,Rep_12,1741000,Active
2024-06-26,STU_1162,IELTS,Team Alpha,Rep_5,891000,Active
2025-12-16,STU_1163,Academic Skills,Team Sigma,Rep_7,1505000,Active
2024-03-30,STU_1164,Academic Skills,Team Alpha,Rep_5,1543000,Active
2024-04-08,STU_1165,Business English,Team Delta,Rep_9,1961000,Active
2025-12-05,STU_1166,Kids English,Team Sigma,Rep_2,1666000,Active
2024-05-19,STU_1167,TOEIC,Team Bravo,Rep_6,514000,Active
2025-05-01,STU_1168,Kids English,Team Sigma,Rep_10,1076000,Cancelled
2025-11-10,STU_1169,Academic Skills,Team Bravo,Rep_10,1964000,Active
2024-02-26,STU_1170,Kids English,Team Sigma,Rep_7,1600000,Active
2024-09-27,STU_1171,IELTS,Team Delta,Rep_15,1512000,Active
2024-12-15,STU_1172,Kids English,Team Sigma,Rep_14,1660000,Active
2025-01-28,STU_1173,Business English,Team Delta,Rep_15,861000,Active
2025-07-26,STU_1174,Kids English,Team Sigma,Rep_2,476000,Active
2024-04-08,STU_1175,IELTS,Team Sigma,Rep_7,1933000,Cancelled
2025-06-18,STU_1176,TOEIC,Team Alpha,Rep_14,1805000,Active
2024-05-25,STU_1177,Kids English,Team Sigma,Rep_11,1726000,Active
2024-09-05,STU_1178,Business English,Team Alpha,Rep_4,823000,Cancelled
2024-03-27,STU_1179,TOEIC,Team Alpha,Rep_6,715000,Active
2025-03-20,STU_1180,TOEIC,Team Bravo,Rep_5,1573000,Active
2025-09-25,STU_1181,Business English,Team Sigma,Rep_2,1042000,Active
2025-05-18,STU_1182,Business English,Team Bravo,Rep_15,1669000,Active
2024-10-04,STU_1183,TOEIC,Team Alpha,Rep_8,549000,Active
2024-03-11,STU_1184,Business English,Team Bravo,Rep_14,1830000,Cancelled
2024-08-13,STU_1185,Academic Skills,Team Alpha,Rep_7,1887000,Active
2024-10-02,STU_1186,IELTS,Team Sigma,Rep_3,1022000,Active
2025-08-03,STU_1187,Academic Skills,Team Delta,Rep_12,1360000,Active
2024-08-06,STU_1188,IELTS,Team Sigma,Rep_4,958000,Active
2025-10-11,STU_1189,Business English,Team Sigma,Rep_3,1098000,Cancelled
2025-02-27,STU_1190,Kids English,Team Bravo,Rep_9,442000,Active
2025-08-02,STU_1191,Kids English,Team Sigma,Rep_13,742000,Active
2024-07-18,STU_1192,IELTS,Team Bravo,Rep_6,1263000,Active
2024-01-28,STU_1193,Academic Skills,Team Bravo,Rep_1,428000,Active
2024-08-16,STU_1194,Business English,Team Alpha,Rep_3,747000,Active
2025-10-05,STU_1195,IELTS,Team Sigma,Rep_8,1119000,Active
2025-06-23,STU_1196,TOEIC,Team Delta,Rep_4,1446000,Active
2024-12-13,STU_1197,Academic Skills,Team Alpha,Rep_9,205000,Active
2024-07-20,STU_1198,Academic Skills,Team Bravo,Rep_15,1545000,Active
2024-04-05,STU_1199,Kids English,Team Sigma,Rep_11,667000,Active
2025-02-11,STU_1200,Business English,Team Sigma,Rep_5,1955000,Active
2024-08-18,STU_1201,Business English,Team Delta,Rep_5,274000,Active
2024-05-14,STU_1202,TOEIC,Team Delta,Rep_7,203000,Active
2024-12-05,STU_1203,Business English,Team Bravo,Rep_11,845000,Active
2024-05-25,STU_1204,Academic Skills,Team Bravo,Rep_12,317000,Active
2024-01-06,STU_1205,Academic Skills,Team Bravo,Rep_7,1080000,Active
2024-11-24,STU_1206,TOEIC,Team Sigma,Rep_10,1829000,Active
2025-08-27,STU_1207,IELTS,Team Bravo,Rep_5,703000,Active
2024-12-27,STU_1208,TOEIC,Team Bravo,Rep_9,1146000,Cancelled
2025-03-04,STU_1209,TOEIC,Team Bravo,Rep_1,773000,Active
2025-02-12,STU_1210,TOEIC,Team Sigma,Rep_12,1664000,Active
2025-05-18,STU_1211,TOEIC,Team Sigma,Rep_10,393000,Active
2025-06-25,STU_1212,TOEIC,Team Sigma,Rep_9,1046000,Active
2025-04-24,STU_1213,Kids English,Team Sigma,Rep_11,914000,Active
2025-08-14,STU_1214,Academic Skills,Team Sigma,Rep_2,1615000,Active
2025-12-02,STU_1215,Academic Skills,Team Sigma,Rep_5,1249000,Cancelled
2024-04-24,STU_1216,Academic Skills,Team Sigma,Rep_3,1658000,Active
2024-09-27,STU_1217,Kids English,Team Delta,Rep_5,372000,Cancelled
2024-08-27,STU_1218,Academic Skills,Team Sigma,Rep_3,1523000,Active
2024-05-14,STU_1219,Academic Skills,Team Alpha,Rep_15,1868000,Active
2025-12-06,STU_1220,Business English,Team Delta,Rep_14,525000,Cancelled
2025-06-18,STU_1221,Academic Skills,Team Sigma,Rep_1,1633000,Active
2025-05-26,STU_1222,IELTS,Team Alpha,Rep_3,1341000,Active
2025-12-06,STU_1223,TOEIC,Team Delta,Rep_9,1035000,Active
2025-12-04,STU_1224,Kids English,Team Delta,Rep_6,923000,Active
2024-03-30,STU_1225,IELTS,Team Sigma,Rep_13,424000,Active
2025-11-23,STU_1226,TOEIC,Team Delta,Rep_10,731000,Active
2024-05-29,STU_1227,IELTS,Team Sigma,Rep_10,312000,Active
2024-10-12,STU_1228,Business English,Team Delta,Rep_6,339000,Active
2024-01-28,STU_1229,IELTS,Team Sigma,Rep_9,758000,Active
2024-06-23,STU_1230,Academic Skills,Team Bravo,Rep_5,200000,Active
2024-11-13,STU_1231,IELTS,Team Sigma,Rep_10,289000,Active
2025-03-16,STU_1232,TOEIC,Team Delta,Rep_7,853000,Active
2025-06-13,STU_1233,TOEIC,Team Bravo,Rep_11,519000,Active
2024-03-09,STU_1234,Kids English,Team Delta,Rep_5,1773000,Active
2024-08-29,STU_1235,Academic Skills,Team Alpha,Rep_8,338000,Active
2024-01-19,STU_1236,Academic Skills,Team Sigma,Rep_12,1734000,Active
2025-06-29,STU_1237,Business English,Team Bravo,Rep_1,1044000,Active
2024-08-07,STU_1238,TOEIC,Team Sigma,Rep_1,458000,Active
2025-04-27,STU_1239,Business English,Team Sigma,Rep_4,1896000,Active
2025-12-03,STU_1240,Kids English,Team Bravo,Rep_4,1101000,Active
2025-11-16,STU_1241,Academic Skills,Team Delta,Rep_14,889000,Active
2024-08-14,STU_1242,IELTS,Team Sigma,Rep_11,209000,Active
2024-07-29,STU_1243,Business English,Team Alpha,Rep_12,460000,Active
2024-04-11,STU_1244,IELTS,Team Alpha,Rep_1,1873000,Active
2024-03-10,STU_1245,Academic Skills,Team Sigma,Rep_7,371000,Cancelled
2025-01-06,STU_1246,TOEIC,Team Bravo,Rep_7,1097000,Cancelled
2025-12-23,STU_1247,Academic Skills,Team Alpha,Rep_1,212000,Active
2024-09-01,STU_1248,Business English,Team Sigma,Rep_12,1391000,Active
2024-02-23,STU_1249,Academic Skills,Team Alpha,Rep_4,1865000,Active
2025-07-26,STU_1250,Academic Skills,Team Sigma,Rep_12,1819000,Active
2025-10-02,STU_1251,Academic Skills,Team Delta,Rep_4,520000,Active
2024-07-17,STU_1252,Kids English,Team Alpha,Rep_12,1542000,Active
2025-08-22,STU_1253,IELTS,Team Delta,Rep_13,1836000,Active
2025-07-17,STU_1254,Kids English,Team Bravo,Rep_4,528000,Active
2024-07-07,STU_1255,Academic Skills,Team Bravo,Rep_2,984000,Active
2024-10-01,STU_1256,Kids English,Team Delta,Rep_14,976000,Active
2025-09-18,STU_1257,IELTS,Team Bravo,Rep_15,1110000,Active
2025-10-15,STU_1258,IELTS,Team Sigma,Rep_4,1773000,Cancelled
2024-02-04,STU_1259,Business English,Team Bravo,Rep_11,1642000,Active
2025-11-08,STU_1260,Business English,Team Bravo,Rep_4,1829000,Active
2024-01-05,STU_1261,Kids English,Team Alpha,Rep_14,1318000,Active
2024-11-04,STU_1262,Business English,Team Delta,Rep_9,1804000,Active
2024-02-13,STU_1263,Kids English,Team Bravo,Rep_10,517000,Active
2025-02-03,STU_1264,Kids English,Team Bravo,Rep_4,435000,Active
2024-10-27,STU_1265,Academic Skills,Team Bravo,Rep_15,533000,Active
2024-03-29,STU_1266,Kids English,Team Bravo,Rep_4,575000,Active
2024-05-09,STU_1267,Academic Skills,Team Delta,Rep_12,1682000,Active
2025-08-05,STU_1268,Academic Skills,Team Bravo,Rep_15,1360000,Active
2025-03-20,STU_1269,TOEIC,Team Alpha,Rep_3,787000,Active
2025-04-16,STU_1270,Academic Skills,Team Sigma,Rep_9,1770000,Active
2024-07-27,STU_1271,Business English,Team Alpha,Rep_13,712000,Active
2024-11-22,STU_1272,Business English,Team Sigma,Rep_11,1519000,Cancelled
2025-08-17,STU_1273,TOEIC,Team Alpha,Rep_4,1543000,Active
2024-05-28,STU_1274,TOEIC,Team Alpha,Rep_15,1117000,Active
2024-09-17,STU_1275,Kids English,Team Alpha,Rep_13,1795000,Active
2025-05-11,STU_1276,Business English,Team Delta,Rep_9,1572000,Active
2025-05-12,STU_1277,IELTS,Team Delta,Rep_6,1072000,Active
2024-09-13,STU_1278,Business English,Team Bravo,Rep_8,1452000,Active
2024-02-08,STU_1279,TOEIC,Team Bravo,Rep_11,469000,Cancelled
2025-12-10,STU_1280,Kids English,Team Sigma,Rep_11,997000,Active
2024-01-05,STU_1281,Business English,Team Sigma,Rep_3,1514000,Active
2025-04-01,STU_1282,TOEIC,Team Alpha,Rep_10,924000,Active
2024-02-06,STU_1283,TOEIC,Team Alpha,Rep_8,1388000,Active
2024-06-30,STU_1284,Kids English,Team Delta,Rep_8,204000,Active
2024-10-13,STU_1285,IELTS,Team Sigma,Rep_14,1050000,Active
2024-05-18,STU_1286,Business English,Team Alpha,Rep_8,1602000,Active
2024-07-23,STU_1287,TOEIC,Team Alpha,Rep_8,277000,Active
2025-06-25,STU_1288,Academic Skills,Team Bravo,Rep_2,1633000,Active
2024-07-30,STU_1289,IELTS,Team Delta,Rep_8,773000,Cancelled
2025-08-22,STU_1290,Academic Skills,Team Sigma,Rep_10,331000,Active
2024-12-14,STU_1291,IELTS,Team Alpha,Rep_11,800000,Cancelled
2024-11-13,STU_1292,Academic Skills,Team Delta,Rep_12,1972000,Active
2024-02-22,STU_1293,Academic Skills,Team Alpha,Rep_4,1265000,Cancelled
2025-10-17,STU_1294,TOEIC,Team Bravo,Rep_7,288000,Active
2025-04-25,STU_1295,Kids English,Team Delta,Rep_11,601000,Active
2024-11-08,STU_1296,Business English,Team Sigma,Rep_6,495000,Cancelled
2025-12-02,STU_1297,Kids English,Team Sigma,Rep_4,1518000,Active
2025-04-08,STU_1298,TOEIC,Team Delta,Rep_5,815000,Cancelled
2024-09-03,STU_1299,Academic Skills,Team Alpha,Rep_5,1749000,Active
2025-10-29,STU_1300,TOEIC,Team Bravo,Rep_6,999000,Active
2025-11-25,STU_1301,IELTS,Team Bravo,Rep_5,1914000,Active
2025-04-24,STU_1302,Academic Skills,Team Bravo,Rep_6,1860000,Active
2024-05-15,STU_1303,Academic Skills,Team Sigma,Rep_2,621000,Active
2025-04-23,STU_1304,Kids English,Team Bravo,Rep_8,1246000,Active
2025-01-30,STU_1305,TOEIC,Team Delta,Rep_3,774000,Active
2024-04-20,STU_1306,Academic Skills,Team Alpha,Rep_10,342000,Active
2024-04-15,STU_1307,Business English,Team Sigma,Rep_13,1192000,Active
2024-02-01,STU_1308,Academic Skills,Team Alpha,Rep_11,864000,Active
2024-04-03,STU_1309,Business English,Team Bravo,Rep_9,344000,Active
2024-01-17,STU_1310,Kids English,Team Bravo,Rep_5,1448000,Active
2025-03-23,STU_1311,Kids English,Team Sigma,Rep_1,1206000,Active
2024-05-19,STU_1312,Business English,Team Delta,Rep_4,702000,Active
2024-01-26,STU_1313,IELTS,Team Sigma,Rep_11,1020000,Active
2025-09-21,STU_1314,TOEIC,Team Sigma,Rep_3,1839000,Active
2025-03-03,STU_1315,Academic Skills,Team Bravo,Rep_3,303000,Cancelled
2024-12-04,STU_1316,Business English,Team Delta,Rep_6,1262000,Active
2025-08-18,STU_1317,Business English,Team Alpha,Rep_3,397000,Active
2025-02-21,STU_1318,Business English,Team Delta,Rep_7,1869000,Active
2024-04-06,STU_1319,IELTS,Team Bravo,Rep_13,778000,Active
2025-11-24,STU_1320,Academic Skills,Team Alpha,Rep_15,590000,Active
2025-05-28,STU_1321,Business English,Team Alpha,Rep_9,1402000,Active
2024-04-10,STU_1322,Business English,Team Sigma,Rep_7,753000,Active
2025-07-08,STU_1323,Business English,Team Alpha,Rep_1,1671000,Active
2024-10-27,STU_1324,Business English,Team Sigma,Rep_4,1723000,Cancelled
2025-03-17,STU_1325,Business English,Team Bravo,Rep_15,1238000,Cancelled
2024-11-10,STU_1326,Kids English,Team Alpha,Rep_3,1846000,Active
2025-05-23,STU_1327,Academic Skills,Team Alpha,Rep_6,1892000,Active
2025-10-18,STU_1328,Kids English,Team Bravo,Rep_4,1512000,Active
2025-07-19,STU_1329,Kids English,Team Sigma,Rep_9,677000,Active
2024-05-19,STU_1330,Academic Skills,Team Delta,Rep_5,1454000,Active
2025-02-20,STU_1331,Academic Skills,Team Alpha,Rep_5,1122000,Active
2024-04-07,STU_1332,Academic Skills,Team Sigma,Rep_3,619000,Active
2025-06-09,STU_1333,Academic Skills,Team Bravo,Rep_1,356000,Active
2025-08-22,STU_1334,Kids English,Team Delta,Rep_10,749000,Active
2024-04-29,STU_1335,IELTS,Team Bravo,Rep_13,1664000,Cancelled
2024-11-27,STU_1336,IELTS,Team Alpha,Rep_4,1320000,Cancelled
2024-11-29,STU_1337,Academic Skills,Team Bravo,Rep_9,1220000,Active
2024-05-14,STU_1338,Academic Skills,Team Delta,Rep_15,1196000,Active
2024-11-06,STU_1339,Business English,Team Sigma,Rep_11,1634000,Cancelled
2024-12-12,STU_1340,Kids English,Team Bravo,Rep_2,1150000,Active
2024-02-16,STU_1341,Academic Skills,Team Alpha,Rep_15,488000,Active
2024-10-02,STU_1342,Business English,Team Delta,Rep_8,1477000,Active
2024-10-22,STU_1343,Academic Skills,Team Sigma,Rep_14,395000,Active
2024-12-19,STU_1344,IELTS,Team Sigma,Rep_14,797000,Active
2024-07-21,STU_1345,Business English,Team Alpha,Rep_9,1745000,Cancelled
2024-03-18,STU_1346,Academic Skills,Team Bravo,Rep_9,716000,Cancelled
2025-02-18,STU_1347,Academic Skills,Team Delta,Rep_15,1858000,Active
2024-04-14,STU_1348,Academic Skills,Team Delta,Rep_9,1064000,Active
2024-12-22,STU_1349,Academic Skills,Team Delta,Rep_12,1341000,Cancelled
2025-04-16,STU_1350,Business English,Team Bravo,Rep_13,1005000,Active
2024-03-24,STU_1351,Academic Skills,Team Bravo,Rep_15,1382000,Cancelled
2025-12-04,STU_1352,Business English,Team Alpha,Rep_1,1014000,Active
2024-02-03,STU_1353,TOEIC,Team Bravo,Rep_7,427000,Active
2024-06-29,STU_1354,TOEIC,Team Sigma,Rep_14,415000,Active
2025-05-23,STU_1355,Business English,Team Sigma,Rep_7,1147000,Active
2024-10-06,STU_1356,TOEIC,Team Alpha,Rep_4,1919000,Active
2025-09-01,STU_1357,TOEIC,Team Sigma,Rep_7,214000,Active
2025-10-23,STU_1358,IELTS,Team Delta,Rep_14,1380000,Active
2024-07-29,STU_1359,Business English,Team Delta,Rep_11,1871000,Active
2024-10-07,STU_1360,IELTS,Team Alpha,Rep_15,1484000,Active
2025-01-13,STU_1361,Kids English,Team Delta,Rep_7,1380000,Cancelled
2024-11-13,STU_1362,IELTS,Team Alpha,Rep_15,246000,Cancelled
2024-03-01,STU_1363,TOEIC,Team Alpha,Rep_11,523000,Active
2025-02-19,STU_1364,TOEIC,Team Bravo,Rep_9,1043000,Active
2025-06-26,STU_1365,IELTS,Team Delta,Rep_5,1908000,Active
2025-01-11,STU_1366,TOEIC,Team Bravo,Rep_9,329000,Active
2024-05-02,STU_1367,Academic Skills,Team Delta,Rep_9,1634000,Cancelled
2025-12-08,STU_1368,TOEIC,Team Alpha,Rep_5,294000,Active
2024-10-24,STU_1369,TOEIC,Team Sigma,Rep_11,826000,Active
2025-10-02,STU_1370,TOEIC,Team Delta,Rep_1,954000,Cancelled
2025-01-25,STU_1371,IELTS,Team Bravo,Rep_1,1515000,Active
2024-07-16,STU_1372,Kids English,Team Alpha,Rep_10,993000,Active
2024-06-20,STU_1373,Academic Skills,Team Delta,Rep_2,1506000,Cancelled
2025-09-27,STU_1374,TOEIC,Team Bravo,Rep_13,268000,Active
2025-07-08,STU_1375,Kids English,Team Sigma,Rep_9,1883000,Cancelled
2025-05-02,STU_1376,IELTS,Team Delta,Rep_10,210000,Active
2024-11-28,STU_1377,IELTS,Team Sigma,Rep_1,1477000,Active
2024-04-03,STU_1378,Academic Skills,Team Delta,Rep_2,1071000,Active
2024-12-10,STU_1379,IELTS,Team Bravo,Rep_11,749000,Cancelled
2025-03-18,STU_1380,TOEIC,Team Bravo,Rep_9,1357000,Active
2025-07-11,STU_1381,IELTS,Team Sigma,Rep_6,911000,Active
2024-08-11,STU_1382,Business English,Team Alpha,Rep_1,222000,Active
2024-08-26,STU_1383,TOEIC,Team Sigma,Rep_3,1014000,Active
2025-04-17,STU_1384,Business English,Team Alpha,Rep_14,545000,Active
2024-09-26,STU_1385,Kids English,Team Sigma,Rep_11,501000,Active
2024-03-16,STU_1386,Business English,Team Alpha,Rep_4,562000,Active
2024-12-20,STU_1387,Business English,Team Bravo,Rep_14,595000,Active
2024-10-17,STU_1388,Business English,Team Alpha,Rep_6,417000,Active
2025-06-12,STU_1389,Academic Skills,Team Sigma,Rep_3,340000,Active
2024-03-18,STU_1390,Academic Skills,Team Bravo,Rep_8,1839000,Active
2025-06-17,STU_1391,Kids English,Team Bravo,Rep_2,1157000,Cancelled
2025-11-23,STU_1392,Academic Skills,Team Delta,Rep_5,1433000,Active
2024-09-07,STU_1393,Kids English,Team Sigma,Rep_7,1184000,Cancelled
2024-12-11,STU_1394,IELTS,Team Sigma,Rep_2,1192000,Active
2025-07-03,STU_1395,IELTS,Team Sigma,Rep_3,1846000,Active
2025-05-17,STU_1396,Business English,Team Sigma,Rep_2,1839000,Active
2024-12-22,STU_1397,Business English,Team Sigma,Rep_15,1027000,Active
2025-02-24,STU_1398,Kids English,Team Bravo,Rep_11,882000,Active
2024-02-24,STU_1399,Business English,Team Alpha,Rep_15,1683000,Active
2025-05-12,STU_1400,Business English,Team Bravo,Rep_1,1203000,Active
2025-05-24,STU_1401,Business English,Team Bravo,Rep_8,555000,Active
2024-10-07,STU_1402,Business English,Team Alpha,Rep_15,1207000,Active
2025-07-22,STU_1403,Business English,Team Sigma,Rep_13,1547000,Active
2025-12-22,STU_1404,TOEIC,Team Bravo,Rep_8,1356000,Active
2025-01-16,STU_1405,IELTS,Team Bravo,Rep_13,1087000,Active
2025-10-04,STU_1406,TOEIC,Team Alpha,Rep_5,326000,Active
2025-09-22,STU_1407,TOEIC,Team Sigma,Rep_14,1329000,Active
2025-03-04,STU_1408,Academic Skills,Team Delta,Rep_2,1208000,Active
2025-06-22,STU_1409,Kids English,Team Bravo,Rep_8,803000,Active
2025-05-26,STU_1410,Business English,Team Bravo,Rep_3,1601000,Active
2025-04-06,STU_1411,TOEIC,Team Bravo,Rep_2,1213000,Active
2025-06-18,STU_1412,TOEIC,Team Delta,Rep_9,250000,Active
2025-03-12,STU_1413,TOEIC,Team Bravo,Rep_15,1252000,Active
2025-05-12,STU_1414,TOEIC,Team Delta,Rep_4,1685000,Active
2025-11-16,STU_1415,Business English,Team Delta,Rep_8,1519000,Active
2024-01-15,STU_1416,IELTS,Team Sigma,Rep_12,1520000,Active
2024-05-24,STU_1417,Business English,Team Alpha,Rep_3,1949000,Cancelled
2024-01-28,STU_1418,TOEIC,Team Bravo,Rep_12,978000,Active
2024-12-15,STU_1419,TOEIC,Team Bravo,Rep_15,1630000,Cancelled
2025-02-11,STU_1420,Academic Skills,Team Sigma,Rep_7,1992000,Active
2024-08-19,STU_1421,TOEIC,Team Delta,Rep_9,1013000,Active
2025-12-08,STU_1422,Business English,Team Alpha,Rep_7,1836000,Active
2025-06-04,STU_1423,IELTS,Team Alpha,Rep_14,1628000,Active
2024-04-22,STU_1424,IELTS,Team Sigma,Rep_10,1569000,Active
2025-06-20,STU_1425,Business English,Team Bravo,Rep_5,1845000,Active
2025-08-28,STU_1426,Academic Skills,Team Sigma,Rep_8,619000,Active
2024-01-09,STU_1427,TOEIC,Team Sigma,Rep_15,1405000,Active
2025-12-21,STU_1428,TOEIC,Team Delta,Rep_4,1182000,Active
2025-04-07,STU_1429,IELTS,Team Alpha,Rep_4,1024000,Active
2025-12-02,STU_1430,TOEIC,Team Sigma,Rep_12,1224000,Active
2025-04-10,STU_1431,Academic Skills,Team Alpha,Rep_5,766000,Active
2025-09-02,STU_1432,TOEIC,Team Bravo,Rep_9,570000,Active
2024-07-06,STU_1433,Business English,Team Delta,Rep_10,1135000,Cancelled
2024-02-28,STU_1434,IELTS,Team Bravo,Rep_1,860000,Active
2025-06-01,STU_1435,IELTS,Team Sigma,Rep_10,1654000,Cancelled
2024-06-21,STU_1436,TOEIC,Team Alpha,Rep_4,1168000,Active
2025-10-30,STU_1437,IELTS,Team Sigma,Rep_6,1532000,Active
2024-10-30,STU_1438,Business English,Team Delta,Rep_6,1360000,Active
2025-02-19,STU_1439,IELTS,Team Bravo,Rep_15,401000,Active
2025-08-12,STU_1440,Business English,Team Sigma,Rep_3,1659000,Cancelled
2025-04-04,STU_1441,Kids English,Team Alpha,Rep_3,512000,Active
2025-01-28,STU_1442,Business English,Team Sigma,Rep_12,316000,Active
2024-06-02,STU_1443,IELTS,Team Alpha,Rep_7,1889000,Active
2025-09-18,STU_1444,IELTS,Team Sigma,Rep_1,1136000,Active
2025-11-03,STU_1445,Academic Skills,Team Bravo,Rep_5,774000,Cancelled
2025-09-05,STU_1446,Business English,Team Sigma,Rep_1,443000,Active
2024-09-19,STU_1447,TOEIC,Team Delta,Rep_3,736000,Active
2024-07-22,STU_1448,Academic Skills,Team Sigma,Rep_5,1825000,Active
2025-08-15,STU_1449,IELTS,Team Delta,Rep_12,274000,Active
2025-11-29,STU_1450,Business English,Team Sigma,Rep_8,585000,Active
2025-01-28,STU_1451,Academic Skills,Team Sigma,Rep_11,1433000,Active
2024-05-19,STU_1452,Business English,Team Alpha,Rep_7,674000,Active
2024-05-15,STU_1453,IELTS,Team Bravo,Rep_10,617000,Active
2025-01-13,STU_1454,Academic Skills,Team Bravo,Rep_5,546000,Active
2025-03-19,STU_1455,IELTS,Team Delta,Rep_11,1752000,Active
2024-06-26,STU_1456,Academic Skills,Team Sigma,Rep_4,839000,Active
2024-11-14,STU_1457,Kids English,Team Alpha,Rep_13,1138000,Active
2024-09-01,STU_1458,Business English,Team Delta,Rep_5,1154000,Active
2025-11-11,STU_1459,IELTS,Team Alpha,Rep_9,1075000,Active
2024-07-05,STU_1460,Business English,Team Sigma,Rep_4,962000,Active
2024-09-18,STU_1461,Kids English,Team Alpha,Rep_4,1402000,Active
