lead_id,student_id,lead_created_date,lead_source,marketing_cost,region,device_type,contact_attempts,response_time_hours,lead_stage,contacted_date,demo_date,followup_count,sales_cycle_days,contract_date,contract_value,payment_plan,discount_percent,course_category,course_level,renewal_flag,sales_rep,team,tenure_months,quota_monthly,churn_risk_score,CLV_estimate,probability_to_renew
7674,78909,2024-11-07,Facebook,8.52,HCM,Desktop,7,46.5,Demo,2024-11-07,2024-11-10,8,8,,0,,0,,,0,Long,Alpha,19,46573,0.272,0.0,0.127
7675,85523,2024-06-22,Website,4.01,HCM,Mobile,6,66.2,Negotiation,2024-06-26,2024-06-27,2,23,,0,,0,,,0,My,Beta,47,57365,0.358,0.0,0.021
7676,39729,2024-09-12,Facebook,13.82,DN,Desktop,3,44.9,Contacted,2024-09-15,2024-09-18,2,32,,0,,0,,,0,Lan,Beta,7,24624,0.907,0.0,0.811
7677,16734,2024-04-10,Website,3.65,HCM,Mobile,1,61.8,Contacted,2024-04-10,2024-04-13,8,38,,0,,0,,,0,Duc,Delta,22,76569,0.628,0.0,0.914
7678,43429,2024-01-16,Facebook,1.68,DN,Desktop,7,9.2,Contacted,2024-01-18,2024-01-19,3,43,,0,,0,,,0,My,Beta,21,30441,0.944,0.0,0.514
7679,42337,2024-07-15,TikTok,5.58,HCM,Mobile,3,15.6,New,2024-07-19,2024-07-25,5,35,,0,,0,,,0,Minh,Alpha,28,40833,0.929,0.0,0.113
7680,41325,2024-09-14,Google Ads,11.18,DN,Desktop,2,69.9,Negotiation,2024-09-16,2024-09-21,9,22,,0,,0,,,0,Khanh,Gamma,26,67314,0.638,0.0,0.612
7681,84600,2024-08-31,Facebook,13.93,HCM,Desktop,3,63.9,Lost,2024-09-01,2024-09-01,4,37,,0,,0,,,0,Long,Delta,39,39411,0.271,0.0,0.355
7682,63514,2024-12-13,Google Ads,9.92,DN,Desktop,5,17.3,Contacted,2024-12-16,2024-12-20,9,27,,0,,0,,,0,Vy,Beta,36,29163,0.398,0.0,0.237
7683,9433,2024-09-05,Facebook,14.33,DN,Desktop,4,44.9,Won,2024-09-06,2024-09-09,2,21,2024-09-26,660,Installment,0,Business English,Beginner,0,Hoa,Delta,26,66180,0.508,1078.49,0.871
7684,10111,2024-04-14,TikTok,2.29,DN,Desktop,1,26.4,Negotiation,2024-04-14,2024-04-14,7,29,,0,,0,,,0,Khanh,Gamma,26,52885,0.114,0.0,0.576
7685,64753,2024-06-30,Google Ads,1.85,HCM,Mobile,1,34.0,Contacted,2024-07-03,2024-07-07,4,13,,0,,0,,,0,My,Beta,39,70921,0.246,0.0,0.596
7686,81583,2024-06-03,Website,9.46,HN,Desktop,5,62.1,New,2024-06-03,2024-06-04,7,37,,0,,0,,,0,Hoa,Alpha,35,31993,0.438,0.0,0.75
7687,74620,2024-10-13,Facebook,14.53,DN,Desktop,6,53.1,Negotiation,2024-10-16,2024-10-19,5,37,,0,,0,,,0,Minh,Gamma,18,63895,0.806,0.0,0.083
7688,22751,2024-06-17,Facebook,8.04,DN,Desktop,7,17.5,Negotiation,2024-06-19,2024-06-24,8,42,,0,,0,,,0,Hoa,Alpha,18,33514,0.354,0.0,0.509
7689,17453,2024-02-16,Website,1.72,DN,Desktop,7,23.1,Contacted,2024-02-16,2024-02-19,1,42,,0,,0,,,0,Lan,Delta,17,43689,0.207,0.0,0.242
7690,86844,2024-02-12,TikTok,4.1,DN,Desktop,7,21.2,Contacted,2024-02-12,2024-02-14,6,40,,0,,0,,,0,Vy,Alpha,26,23272,0.853,0.0,0.224
7691,39968,2024-11-16,Referral,4.43,DN,Desktop,3,56.3,Won,2024-11-17,2024-11-20,9,34,2024-12-20,1175,Installment,15,Business English,Advanced,0,Khanh,Gamma,34,36154,0.866,2328.06,0.321
7692,31077,2024-11-01,Facebook,5.73,HN,Desktop,1,35.5,Contacted,2024-11-05,2024-11-08,3,34,,0,,0,,,0,Vy,Alpha,46,44201,0.188,0.0,0.386
7693,35775,2024-08-08,Website,1.61,HCM,Desktop,6,68.5,Won,2024-08-08,2024-08-08,9,10,2024-08-18,2088,Full,0,Business English,Advanced,0,Minh,Delta,37,67647,0.41,3446.68,0.069
7694,59144,2024-01-01,Referral,13.67,HN,Desktop,7,58.9,Contacted,2024-01-04,2024-01-04,6,15,,0,,0,,,0,Lan,Gamma,35,28708,0.167,0.0,0.767
7695,49570,2024-07-18,Facebook,8.22,HCM,Mobile,7,15.6,Demo,2024-07-19,2024-07-22,8,27,,0,,0,,,0,Lan,Gamma,9,57595,0.875,0.0,0.962
7696,47097,2024-05-23,Google Ads,10.39,HN,Mobile,2,56.7,Demo,2024-05-27,2024-06-01,9,16,,0,,0,,,0,Lan,Alpha,16,34985,0.153,0.0,0.814
7697,25503,2024-01-28,Website,1.94,HCM,Desktop,7,36.7,Demo,2024-01-28,2024-02-01,0,42,,0,,0,,,0,Hoa,Alpha,21,71465,0.876,0.0,0.674
7698,3779,2024-12-07,Google Ads,1.76,DN,Desktop,2,18.6,Contacted,2024-12-09,2024-12-10,4,42,,0,,0,,,0,Lan,Alpha,17,61443,0.158,0.0,0.944
7699,87840,2024-12-03,TikTok,9.21,HCM,Desktop,3,26.5,Contacted,2024-12-04,2024-12-09,5,26,,0,,0,,,0,Lan,Alpha,14,59213,0.075,0.0,0.435
7700,1755,2024-10-04,Referral,13.42,HCM,Desktop,2,70.0,Negotiation,2024-10-06,2024-10-06,3,27,,0,,0,,,0,Hoa,Beta,1,23130,0.06,0.0,0.905
7701,40263,2024-02-10,Website,8.4,DN,Desktop,7,35.1,Contacted,2024-02-13,2024-02-19,9,4,,0,,0,,,0,My,Beta,37,56659,0.717,0.0,0.828
7702,56087,2024-11-27,Facebook,13.29,DN,Mobile,4,52.0,Negotiation,2024-11-28,2024-12-03,5,34,,0,,0,,,0,Minh,Beta,41,43294,0.836,0.0,0.622
7703,43281,2024-05-26,Facebook,12.35,HCM,Desktop,5,34.6,Won,2024-05-27,2024-06-01,0,41,2024-07-06,2605,Installment,0,IELTS,Intermediate,0,Hoa,Delta,43,48935,0.439,6174.77,0.861
7704,52482,2024-12-10,Referral,2.06,HCM,Mobile,7,27.1,Won,2024-12-11,2024-12-15,7,11,2024-12-21,1962,Installment,5,IELTS,Intermediate,0,Minh,Gamma,21,52654,0.847,2696.36,0.164
7705,55857,2024-06-26,Google Ads,3.83,DN,Desktop,1,57.4,Contacted,2024-06-30,2024-07-05,5,3,,0,,0,,,0,My,Delta,47,76390,0.179,0.0,0.225
7706,18400,2024-11-10,Google Ads,10.21,HN,Desktop,6,61.2,Negotiation,2024-11-14,2024-11-17,9,39,,0,,0,,,0,Minh,Gamma,4,67344,0.329,0.0,0.301
7707,41115,2024-11-20,Website,7.21,DN,Desktop,5,5.6,Negotiation,2024-11-20,2024-11-22,3,25,,0,,0,,,0,Lan,Beta,35,39274,0.81,0.0,0.319
7708,15249,2024-06-15,Website,5.07,HCM,Desktop,3,20.4,Contacted,2024-06-17,2024-06-17,4,25,,0,,0,,,0,Duc,Gamma,18,46399,0.138,0.0,0.002
7709,47825,2024-05-02,Google Ads,6.86,HCM,Mobile,5,36.8,Contacted,2024-05-02,2024-05-07,7,38,,0,,0,,,0,Khanh,Alpha,10,47635,0.462,0.0,0.324
7710,25600,2024-03-14,Website,7.23,HCM,Mobile,1,23.1,Contacted,2024-03-16,2024-03-16,1,1,,0,,0,,,0,Long,Gamma,29,74620,0.132,0.0,0.961
7711,38706,2024-08-26,Google Ads,13.75,DN,Mobile,7,56.5,Demo,2024-08-26,2024-08-28,3,12,,0,,0,,,0,Duc,Alpha,41,40793,0.24,0.0,0.23
7712,20222,2024-09-05,Referral,2.45,DN,Mobile,6,8.7,Won,2024-09-06,2024-09-09,6,18,2024-09-23,998,Full,10,IELTS,Advanced,0,Lan,Beta,2,26086,0.627,1150.93,0.096
7713,42139,2024-09-19,Website,4.92,HN,Mobile,1,57.5,Won,2024-09-20,2024-09-20,1,41,2024-10-30,1666,Full,10,Business English,Beginner,1,Minh,Alpha,8,77036,0.71,2787.27,0.264
7714,42302,2024-09-08,Google Ads,8.53,HCM,Desktop,3,44.7,Negotiation,2024-09-10,2024-09-16,5,37,,0,,0,,,0,Hoa,Beta,34,24646,0.254,0.0,0.339
7715,95684,2024-12-22,Website,10.78,HCM,Desktop,1,21.2,Demo,2024-12-23,2024-12-26,8,13,,0,,0,,,0,Lan,Beta,11,47642,0.696,0.0,0.157
7716,88838,2024-04-20,Facebook,9.83,DN,Mobile,2,25.1,Lost,2024-04-20,2024-04-24,1,18,,0,,0,,,0,My,Delta,44,53151,0.972,0.0,0.846
7717,69159,2024-06-28,Facebook,14.18,HCM,Desktop,6,13.6,Demo,2024-07-02,2024-07-08,3,15,,0,,0,,,0,Minh,Gamma,10,48349,0.196,0.0,0.024
7718,9646,2024-07-06,TikTok,12.14,HN,Desktop,6,18.6,Demo,2024-07-09,2024-07-09,9,6,,0,,0,,,0,Hoa,Alpha,33,63438,0.04,0.0,0.176
7719,14543,2024-11-03,Google Ads,8.8,DN,Desktop,5,51.8,Won,2024-11-03,2024-11-06,9,39,2024-12-12,1712,Installment,10,Communicative,Intermediate,0,Vy,Beta,46,40077,0.396,2491.65,0.847
7720,95496,2024-07-25,TikTok,4.01,HCM,Mobile,4,27.4,Contacted,2024-07-27,2024-07-31,4,13,,0,,0,,,0,Lan,Delta,4,53650,0.542,0.0,0.136
7721,23785,2024-08-21,Google Ads,7.31,DN,Mobile,4,49.7,Contacted,2024-08-22,2024-08-27,9,12,,0,,0,,,0,Minh,Alpha,25,71442,0.243,0.0,0.912
7722,79353,2024-01-24,Website,10.71,DN,Mobile,4,37.3,Won,2024-01-27,2024-01-27,7,10,2024-02-03,1643,Installment,5,Communicative,Intermediate,0,Duc,Beta,22,73666,0.317,2306.01,0.533
7723,32406,2024-01-26,Google Ads,12.73,HN,Mobile,3,10.9,Won,2024-01-29,2024-01-30,4,26,2024-02-21,1508,Full,5,IELTS,Advanced,0,Duc,Gamma,5,48527,0.015,2553.55,0.304
7724,89992,2024-08-05,Facebook,14.44,DN,Desktop,4,36.2,New,2024-08-06,2024-08-12,4,27,,0,,0,,,0,Long,Alpha,40,77561,0.443,0.0,0.114
7725,52428,2024-12-11,Website,9.48,HCM,Desktop,6,54.6,Won,2024-12-11,2024-12-17,9,22,2025-01-02,610,Full,5,TOEIC,Advanced,0,My,Gamma,47,39672,0.707,1212.2,0.795
7726,24777,2024-01-10,Facebook,8.38,HN,Desktop,7,21.8,Demo,2024-01-11,2024-01-14,8,33,,0,,0,,,0,Vy,Gamma,45,63185,0.924,0.0,0.202
7727,58939,2024-01-17,Website,1.25,DN,Desktop,6,46.8,Negotiation,2024-01-21,2024-01-25,9,43,,0,,0,,,0,Vy,Beta,28,52268,0.622,0.0,0.667
7728,54026,2024-09-01,Google Ads,2.01,HCM,Desktop,5,14.7,New,2024-09-03,2024-09-08,5,16,,0,,0,,,0,Khanh,Delta,46,64328,0.658,0.0,0.331
7729,87450,2024-07-24,Google Ads,3.19,DN,Desktop,1,10.2,Lost,2024-07-25,2024-07-26,4,1,,0,,0,,,0,Lan,Alpha,12,49772,0.865,0.0,0.448
7730,30553,2024-09-14,Facebook,1.77,DN,Mobile,2,26.3,Won,2024-09-14,2024-09-17,2,43,2024-10-27,2571,Installment,0,Communicative,Beginner,0,Minh,Gamma,46,37576,0.955,4299.61,0.764
7731,24548,2024-04-21,Referral,6.61,HN,Desktop,7,28.3,Demo,2024-04-25,2024-04-25,0,41,,0,,0,,,0,Minh,Alpha,4,45352,0.329,0.0,0.298
7732,64221,2024-07-23,Google Ads,5.72,HN,Desktop,4,54.9,Won,2024-07-27,2024-08-01,5,43,2024-09-04,1344,Installment,10,Business English,Advanced,0,Duc,Beta,40,71750,0.67,1511.32,0.213
7733,38265,2024-01-27,Referral,9.92,HN,Desktop,4,33.4,Won,2024-01-27,2024-01-30,9,1,2024-01-28,871,Installment,15,Communicative,Intermediate,0,Hoa,Alpha,19,72317,0.47,1739.06,0.062
7734,41701,2024-03-11,Website,8.5,HN,Desktop,7,6.3,Demo,2024-03-13,2024-03-17,8,11,,0,,0,,,0,Hoa,Delta,25,66192,0.686,0.0,0.919
7735,52287,2024-06-24,Referral,9.34,HCM,Desktop,4,45.8,Won,2024-06-27,2024-06-27,3,41,2024-08-04,2963,Full,5,TOEIC,Advanced,0,Hoa,Beta,18,47322,0.502,6385.5,0.842
7736,7727,2024-07-20,Facebook,7.61,DN,Mobile,2,34.1,Lost,2024-07-24,2024-07-24,7,22,,0,,0,,,0,Hoa,Beta,45,41235,0.029,0.0,0.598
7737,51717,2024-09-04,TikTok,4.89,HN,Desktop,5,24.2,Contacted,2024-09-04,2024-09-09,1,29,,0,,0,,,0,Minh,Alpha,47,57400,0.676,0.0,0.059
7738,33427,2024-04-27,TikTok,14.34,HCM,Desktop,7,57.9,New,2024-05-01,2024-05-01,1,34,,0,,0,,,0,Duc,Beta,32,76005,0.567,0.0,0.388
7739,17692,2024-01-09,Facebook,2.21,HN,Mobile,7,11.5,Contacted,2024-01-12,2024-01-14,3,42,,0,,0,,,0,Vy,Beta,17,49191,0.542,0.0,0.379
7740,32625,2024-03-26,TikTok,14.14,DN,Mobile,4,65.8,Demo,2024-03-26,2024-03-30,1,3,,0,,0,,,0,Long,Beta,16,22598,0.925,0.0,0.507
7741,25918,2024-01-23,Facebook,5.36,HN,Desktop,1,24.4,New,2024-01-27,2024-01-28,5,31,,0,,0,,,0,Hoa,Gamma,18,32258,0.759,0.0,0.335
7742,42136,2024-08-27,Google Ads,8.18,DN,Desktop,3,33.5,New,2024-08-27,2024-08-27,7,13,,0,,0,,,0,Hoa,Gamma,36,45248,0.053,0.0,0.09
7743,53409,2024-03-13,Referral,2.52,DN,Mobile,2,66.9,Lost,2024-03-13,2024-03-17,2,11,,0,,0,,,0,Khanh,Alpha,34,73995,0.565,0.0,0.461
7744,16577,2024-01-27,TikTok,1.99,HCM,Desktop,5,54.9,Negotiation,2024-01-30,2024-02-01,2,37,,0,,0,,,0,Lan,Gamma,45,73431,0.319,0.0,0.061
7745,86155,2024-12-14,Google Ads,7.01,HN,Mobile,6,5.8,Won,2024-12-14,2024-12-16,3,8,2024-12-22,2087,Full,0,IELTS,Advanced,0,Khanh,Delta,34,54326,0.255,4848.97,0.355
7746,82731,2024-03-21,TikTok,11.38,HN,Mobile,1,41.8,Lost,2024-03-23,2024-03-28,4,10,,0,,0,,,0,Minh,Beta,29,31554,0.899,0.0,0.817
7747,28689,2024-03-24,Website,4.77,DN,Mobile,2,22.7,Contacted,2024-03-28,2024-03-28,2,38,,0,,0,,,0,My,Gamma,25,50787,0.944,0.0,0.919
7748,12154,2024-07-17,Facebook,8.87,HN,Desktop,6,36.9,Negotiation,2024-07-18,2024-07-22,5,15,,0,,0,,,0,Lan,Gamma,10,70828,0.047,0.0,0.398
7749,95948,2024-02-12,Facebook,4.9,DN,Mobile,2,53.6,Contacted,2024-02-14,2024-02-16,4,8,,0,,0,,,0,Lan,Alpha,9,74416,0.239,0.0,0.301
7750,22341,2024-09-19,Google Ads,6.44,HCM,Mobile,3,36.0,Demo,2024-09-21,2024-09-21,7,30,,0,,0,,,0,Hoa,Beta,47,22599,0.804,0.0,0.503
7751,98554,2024-04-01,Website,13.69,HN,Desktop,3,5.6,Contacted,2024-04-01,2024-04-06,9,36,,0,,0,,,0,Lan,Alpha,18,21653,0.753,0.0,0.287
7752,75681,2024-12-04,Referral,12.98,DN,Mobile,6,38.4,Contacted,2024-12-06,2024-12-12,3,30,,0,,0,,,0,Minh,Beta,23,38251,0.19,0.0,0.124
7753,47330,2024-03-24,Website,8.22,HN,Mobile,6,2.2,New,2024-03-26,2024-03-29,5,31,,0,,0,,,0,Khanh,Delta,6,56084,0.376,0.0,0.985
7754,88759,2024-10-26,Website,4.33,HN,Desktop,5,25.4,Demo,2024-10-28,2024-10-31,8,41,,0,,0,,,0,Hoa,Alpha,37,35245,0.632,0.0,0.25
7755,69416,2024-10-22,Referral,3.7,HCM,Desktop,4,34.7,Won,2024-10-22,2024-10-25,5,5,2024-10-27,1489,Full,5,Business English,Advanced,1,Duc,Beta,22,27461,0.905,3583.32,0.37
7756,87807,2024-05-14,Referral,14.36,DN,Desktop,7,46.6,New,2024-05-16,2024-05-22,9,19,,0,,0,,,0,Khanh,Gamma,28,53375,0.24,0.0,0.328
7757,34313,2024-10-07,Website,3.84,HCM,Desktop,6,36.7,Demo,2024-10-08,2024-10-09,4,34,,0,,0,,,0,Hoa,Beta,8,36448,0.738,0.0,0.011
7758,47900,2024-02-28,TikTok,12.31,HCM,Desktop,3,11.4,Negotiation,2024-03-01,2024-03-05,7,13,,0,,0,,,0,Long,Alpha,11,66048,0.127,0.0,0.616
7759,79840,2024-12-24,TikTok,6.17,HCM,Desktop,5,67.2,Demo,2024-12-24,2024-12-29,3,25,,0,,0,,,0,My,Delta,36,71252,0.564,0.0,0.499
7760,35695,2024-12-07,Website,14.8,DN,Desktop,2,47.0,Won,2024-12-07,2024-12-10,5,14,2024-12-21,2501,Installment,5,IELTS,Advanced,0,Hoa,Gamma,8,27286,0.686,4473.99,0.926
7761,31225,2024-08-28,TikTok,6.15,DN,Desktop,7,23.2,Contacted,2024-08-31,2024-09-06,6,11,,0,,0,,,0,Long,Alpha,9,72429,0.98,0.0,0.659
7762,87072,2024-12-07,Referral,5.92,HN,Desktop,4,69.6,New,2024-12-10,2024-12-12,9,30,,0,,0,,,0,Lan,Beta,26,21609,0.149,0.0,0.377
7763,97367,2024-04-07,Referral,9.92,DN,Desktop,1,63.6,Contacted,2024-04-08,2024-04-09,5,7,,0,,0,,,0,Vy,Delta,47,76832,0.205,0.0,0.343
7764,50156,2024-03-02,TikTok,14.46,HCM,Desktop,2,10.8,Demo,2024-03-06,2024-03-09,7,2,,0,,0,,,0,Hoa,Delta,30,44407,0.612,0.0,0.093
7765,78209,2024-09-20,Referral,14.67,DN,Desktop,7,47.4,Contacted,2024-09-23,2024-09-29,1,35,,0,,0,,,0,Hoa,Alpha,44,20583,0.999,0.0,0.41
7766,88453,2024-04-22,Facebook,10.9,HN,Desktop,5,40.5,Contacted,2024-04-24,2024-04-24,4,43,,0,,0,,,0,My,Delta,35,32970,0.595,0.0,0.938
7767,28829,2024-05-25,Referral,11.56,HCM,Desktop,1,14.3,Won,2024-05-25,2024-05-27,2,3,2024-05-28,1375,Installment,0,Communicative,Advanced,0,Lan,Gamma,27,65669,0.525,1565.5,0.462
7768,81908,2024-08-03,Website,8.89,HN,Mobile,7,17.2,Contacted,2024-08-06,2024-08-07,3,33,,0,,0,,,0,Khanh,Alpha,38,53809,0.797,0.0,0.71
7769,26938,2024-09-12,Google Ads,11.58,DN,Desktop,2,40.8,Demo,2024-09-12,2024-09-13,9,32,,0,,0,,,0,Duc,Beta,8,37530,0.682,0.0,0.485
7770,60164,2024-11-11,TikTok,13.04,HN,Desktop,3,23.5,Lost,2024-11-13,2024-11-15,7,17,,0,,0,,,0,Duc,Delta,6,77127,0.259,0.0,0.457
7771,55530,2024-11-11,TikTok,7.81,HN,Mobile,5,60.2,Negotiation,2024-11-11,2024-11-14,1,28,,0,,0,,,0,Duc,Delta,38,47709,0.399,0.0,0.198
7772,69199,2024-12-27,Referral,9.68,DN,Mobile,1,7.5,Demo,2024-12-27,2025-01-01,8,21,,0,,0,,,0,Vy,Alpha,18,24858,0.685,0.0,0.012
7773,61282,2024-09-14,Referral,8.52,HN,Mobile,6,65.9,Contacted,2024-09-17,2024-09-22,6,19,,0,,0,,,0,Long,Gamma,1,67118,0.791,0.0,0.27
7774,48801,2024-07-12,Google Ads,8.87,DN,Desktop,3,60.6,Demo,2024-07-12,2024-07-12,0,33,,0,,0,,,0,Minh,Gamma,8,41956,0.87,0.0,0.786
7775,10465,2024-12-12,Google Ads,13.46,HCM,Mobile,6,53.3,Negotiation,2024-12-14,2024-12-20,2,11,,0,,0,,,0,Vy,Beta,12,75355,0.438,0.0,0.106
7776,4326,2024-01-14,Website,5.98,HN,Desktop,6,19.3,Won,2024-01-15,2024-01-15,7,33,2024-02-16,2767,Installment,0,IELTS,Beginner,1,Khanh,Gamma,1,66549,0.441,4774.93,0.994
7777,4659,2024-10-30,Facebook,3.91,HCM,Desktop,1,51.6,Negotiation,2024-10-30,2024-11-04,1,23,,0,,0,,,0,Lan,Delta,29,57082,0.421,0.0,0.713
7778,61289,2024-04-12,Website,7.39,DN,Mobile,4,31.9,Won,2024-04-12,2024-04-17,9,7,2024-04-19,897,Installment,5,TOEIC,Advanced,0,Duc,Delta,35,73665,0.346,996.96,0.123
7779,28594,2024-09-01,TikTok,3.91,DN,Mobile,7,45.8,New,2024-09-03,2024-09-03,6,8,,0,,0,,,0,Hoa,Beta,17,28098,0.95,0.0,0.537
7780,5763,2024-09-01,Referral,7.98,HN,Mobile,7,22.8,New,2024-09-05,2024-09-11,0,30,,0,,0,,,0,My,Delta,6,39672,0.086,0.0,0.944
7781,89657,2024-11-07,Website,13.65,HN,Desktop,4,60.3,Negotiation,2024-11-09,2024-11-10,2,7,,0,,0,,,0,Hoa,Beta,22,25052,0.02,0.0,0.117
7782,11828,2024-09-24,Referral,9.64,DN,Mobile,5,3.4,Contacted,2024-09-27,2024-09-30,9,22,,0,,0,,,0,Hoa,Alpha,47,61018,0.849,0.0,0.004
7783,48588,2024-08-11,Referral,12.98,DN,Mobile,1,49.9,Won,2024-08-14,2024-08-19,1,27,2024-09-07,2822,Full,5,Business English,Advanced,0,Vy,Beta,8,64417,0.23,4920.79,0.142
7784,12221,2024-08-07,Website,3.33,HCM,Mobile,7,59.7,Demo,2024-08-08,2024-08-13,1,40,,0,,0,,,0,Hoa,Delta,36,65823,0.059,0.0,0.35
7785,12211,2024-11-06,Website,13.61,HCM,Mobile,4,46.7,Demo,2024-11-06,2024-11-08,9,42,,0,,0,,,0,Vy,Alpha,21,58550,0.18,0.0,0.276
7786,14569,2024-08-04,Google Ads,9.43,HN,Mobile,2,14.2,Won,2024-08-05,2024-08-09,1,36,2024-09-09,313,Installment,10,IELTS,Advanced,0,Vy,Gamma,5,47796,0.196,444.0,0.205
7787,97894,2024-01-04,Facebook,1.44,HN,Mobile,2,20.9,Negotiation,2024-01-05,2024-01-05,3,36,,0,,0,,,0,Long,Gamma,31,47140,0.522,0.0,0.996
7788,38860,2024-02-05,Google Ads,9.86,HN,Mobile,4,37.3,Negotiation,2024-02-05,2024-02-07,5,19,,0,,0,,,0,Vy,Alpha,28,73627,0.019,0.0,0.645
7789,72558,2024-06-26,Facebook,14.32,HN,Mobile,7,24.1,Negotiation,2024-06-26,2024-07-01,0,27,,0,,0,,,0,My,Beta,30,79610,0.211,0.0,0.181
7790,46337,2024-09-13,Website,2.11,HN,Desktop,6,0.9,Demo,2024-09-15,2024-09-20,9,6,,0,,0,,,0,Long,Alpha,13,21425,0.337,0.0,0.075
7791,53311,2024-01-17,Facebook,9.15,HN,Mobile,6,3.4,Won,2024-01-18,2024-01-20,6,16,2024-02-02,545,Installment,10,IELTS,Intermediate,0,Lan,Alpha,45,67137,0.255,869.63,0.359
7792,14515,2024-07-17,TikTok,13.82,HN,Desktop,4,55.4,Won,2024-07-18,2024-07-23,6,24,2024-08-10,1228,Full,15,Business English,Beginner,0,Vy,Gamma,41,72323,0.736,2629.4,0.464
7793,72695,2024-11-13,Google Ads,1.14,HN,Mobile,5,6.5,Contacted,2024-11-16,2024-11-16,0,24,,0,,0,,,0,My,Alpha,29,41101,0.016,0.0,0.692
7794,88227,2024-02-17,Google Ads,9.83,HCM,Desktop,6,66.9,Won,2024-02-18,2024-02-22,9,30,2024-03-18,1322,Installment,10,Communicative,Beginner,0,Vy,Delta,33,24581,0.552,2415.42,0.638
7795,25904,2024-03-02,Google Ads,7.65,DN,Desktop,5,32.2,Won,2024-03-04,2024-03-05,8,39,2024-04-10,455,Installment,0,Business English,Beginner,0,Long,Alpha,41,51258,0.585,934.86,0.388
7796,60935,2024-03-09,Referral,5.86,DN,Desktop,2,54.7,Negotiation,2024-03-13,2024-03-19,7,35,,0,,0,,,0,Duc,Delta,10,47004,0.674,0.0,0.671
7797,44790,2024-05-26,Referral,9.79,HN,Mobile,3,9.5,Demo,2024-05-27,2024-06-02,1,35,,0,,0,,,0,Hoa,Delta,47,31058,0.82,0.0,0.405
7798,69580,2024-12-24,Website,1.74,DN,Desktop,1,66.7,Negotiation,2024-12-26,2024-12-27,6,20,,0,,0,,,0,Khanh,Beta,19,61883,0.437,0.0,0.463
7799,76148,2024-06-10,Website,11.54,HN,Desktop,3,2.9,Contacted,2024-06-12,2024-06-15,1,36,,0,,0,,,0,Long,Delta,41,75374,0.062,0.0,0.148
7800,6636,2024-08-14,Referral,1.06,HCM,Mobile,5,3.5,New,2024-08-18,2024-08-23,3,11,,0,,0,,,0,Vy,Alpha,9,54814,0.502,0.0,0.102
7801,78129,2024-12-12,Google Ads,5.3,HN,Mobile,6,4.4,Won,2024-12-14,2024-12-15,4,19,2024-12-31,1768,Installment,0,Communicative,Beginner,0,Khanh,Gamma,16,36088,0.74,3238.93,0.457
7802,3892,2024-08-17,Referral,8.06,HCM,Desktop,3,7.9,Demo,2024-08-20,2024-08-22,9,40,,0,,0,,,0,Lan,Gamma,44,43184,0.097,0.0,0.861
7803,22672,2024-06-26,Facebook,6.28,HCM,Mobile,5,35.3,New,2024-06-30,2024-07-06,2,25,,0,,0,,,0,Vy,Gamma,27,61344,0.772,0.0,0.695
7804,6812,2024-12-10,Google Ads,5.3,HCM,Mobile,7,56.9,Demo,2024-12-13,2024-12-19,6,22,,0,,0,,,0,Lan,Beta,39,71226,0.156,0.0,0.834
7805,97621,2024-02-25,Referral,12.63,HN,Mobile,3,20.9,Contacted,2024-02-26,2024-02-27,6,1,,0,,0,,,0,Khanh,Alpha,47,34394,0.852,0.0,0.3
7806,1654,2024-03-18,Website,14.09,HCM,Desktop,2,53.8,Won,2024-03-19,2024-03-22,5,20,2024-04-07,1153,Installment,5,Communicative,Intermediate,0,Minh,Gamma,39,38889,0.031,1975.15,0.741
7807,55633,2024-09-26,Referral,13.23,HN,Desktop,5,55.8,Demo,2024-09-28,2024-09-30,6,35,,0,,0,,,0,My,Beta,6,53574,0.432,0.0,0.369
7808,18143,2024-07-24,TikTok,8.31,HCM,Mobile,2,65.4,Demo,2024-07-26,2024-07-28,2,23,,0,,0,,,0,Long,Alpha,19,25941,0.2,0.0,0.384
7809,56934,2024-10-07,Referral,13.38,HCM,Desktop,3,11.2,Contacted,2024-10-11,2024-10-15,6,24,,0,,0,,,0,My,Beta,31,30953,0.503,0.0,0.394
7810,68334,2024-08-15,Google Ads,13.89,DN,Mobile,4,10.2,Won,2024-08-16,2024-08-21,6,39,2024-09-23,2390,Full,5,Business English,Beginner,0,Vy,Gamma,19,43391,0.643,4015.76,0.022
7811,30087,2024-08-26,Referral,6.73,HN,Mobile,4,9.2,Won,2024-08-26,2024-08-26,8,23,2024-09-18,2182,Installment,15,Business English,Beginner,0,Minh,Beta,32,39381,0.607,3179.28,0.527
7812,12618,2024-10-14,Website,4.97,DN,Mobile,1,26.2,Won,2024-10-16,2024-10-22,1,38,2024-11-21,2366,Installment,0,Communicative,Intermediate,0,Vy,Beta,41,28148,0.638,3902.47,0.315
7813,9446,2024-03-22,Facebook,2.38,HCM,Mobile,7,35.5,Demo,2024-03-26,2024-03-26,2,7,,0,,0,,,0,Vy,Alpha,45,67943,0.977,0.0,0.298
7814,88182,2024-11-29,TikTok,7.71,DN,Mobile,4,33.5,Won,2024-12-01,2024-12-01,3,39,2025-01-07,2047,Installment,10,IELTS,Intermediate,0,Long,Gamma,3,78952,0.271,3766.36,0.44
